Transaction_ID,CustomerId,Transaction_Date,Transaction_Type,Amount
1046255,15586264,2023-03-16,Deposit,1879.82
5473312,15586264,2023-08-03,LoanPayment,3859.09
4761337,15586264,2023-12-28,Deposit,3222.47
3991419,15586264,2023-02-24,Withdrawal,672.28
9893696,15586264,2023-11-15,Deposit,132.48
2397847,15586264,2023-05-21,Deposit,4210.71
1269513,15586264,2023-01-04,LoanPayment,3971.52
8117984,15586264,2023-04-21,Deposit,2925.52
1486727,15586264,2023-12-17,Deposit,2891.72
4709204,15586264,2023-11-07,Deposit,1719.73
2243991,15586264,2023-11-13,Fee,4909.35
8145022,15586264,2023-01-28,Withdrawal,1277.59
4180187,15586264,2023-10-11,Fee,910.81
4826589,15586264,2023-12-10,Deposit,4655.27
1151826,15586264,2023-01-26,LoanPayment,1945.42
4840170,15594685,2023-10-23,LoanPayment,4048.62
8435653,15594685,2023-11-22,LoanPayment,3866.16
4994723,15594685,2023-09-21,Fee,792.67
5575904,15594685,2023-12-26,LoanPayment,3773.67
7837860,15594685,2023-06-24,LoanPayment,3792.41
8394313,15594685,2023-03-22,Fee,1563.38
2839871,15594685,2023-06-23,Withdrawal,680.91
4304168,15594685,2023-12-16,LoanPayment,3371.53
4476621,15812945,2023-10-13,Fee,2771.29
7990647,15812945,2023-10-04,Withdrawal,1960.49
5877699,15812945,2023-03-11,Withdrawal,4240.7
5336185,15812945,2023-11-14,Deposit,4447.44
3382100,15812945,2023-11-11,Deposit,2227.65
7874103,15812945,2023-03-13,LoanPayment,654.89
5955250,15812945,2023-01-25,Fee,3806.34
5501756,15812945,2023-09-14,Fee,4220.21
7928316,15812945,2023-12-29,Fee,4240.6
8751309,15734628,2023-06-19,Deposit,583.94
3424487,15734628,2023-12-01,LoanPayment,3084.37
3108726,15734628,2023-11-09,Fee,497.55
1140572,15734628,2023-04-13,LoanPayment,1476.73
4064415,15734628,2023-12-02,Deposit,4687.73
9143199,15734628,2023-08-10,Withdrawal,1880.62
5283345,15734628,2023-12-04,LoanPayment,153.17
6780656,15734628,2023-05-14,Fee,3386.09
4431593,15734628,2023-10-12,LoanPayment,1268.5
9270796,15734628,2023-03-27,Fee,4813.86
3385387,15734628,2023-04-26,LoanPayment,1988.17
3386473,15734628,2023-12-06,Withdrawal,2376.49
6103290,15734628,2023-01-25,Withdrawal,3912.28
2689822,15734628,2023-05-23,Deposit,2276.3
6729501,15734628,2023-07-29,Deposit,3615.83
4462912,15734628,2023-11-29,Fee,527.69
6273849,15734628,2023-11-30,Fee,1228.99
7012489,15734628,2023-07-10,LoanPayment,3639.8
3671761,15629323,2023-05-22,Withdrawal,978.21
2212993,15629323,2023-01-24,Withdrawal,1468.82
3111879,15629323,2023-10-13,Withdrawal,2163.2
8414328,15629323,2023-11-23,Withdrawal,1019.37
4885322,15629323,2023-03-23,LoanPayment,2831.43
1173576,15629323,2023-01-20,Withdrawal,1821.89
5899726,15666823,2023-03-02,Fee,4270.77
5210173,15666823,2023-06-19,Withdrawal,320.21
2787381,15666823,2023-09-20,Withdrawal,2831.59
5760616,15666823,2023-09-01,Deposit,2531.69
3844019,15666823,2023-09-15,Withdrawal,1741.46
9049408,15666823,2023-03-09,Fee,4222.16
6148729,15666823,2023-02-27,Withdrawal,1652.34
9865931,15666823,2023-07-19,Withdrawal,4460.51
9581445,15666823,2023-09-04,Withdrawal,1020.92
3564662,15666823,2023-09-26,Withdrawal,1785.79
9771888,15666823,2023-11-20,Fee,2271.73
2355240,15666823,2023-12-25,Withdrawal,3304.11
8985673,15666823,2023-11-13,LoanPayment,527.04
2933164,15666823,2023-07-26,Fee,3755.49
2349683,15666823,2023-03-25,Fee,2685.97
8671219,15666823,2023-10-11,Withdrawal,2606.92
8729386,15666823,2023-03-15,Withdrawal,2656.12
9571917,15777553,2023-05-17,LoanPayment,1576.75
9021446,15777553,2023-07-12,Fee,2423.77
7422247,15777553,2023-12-21,Withdrawal,3092.72
1043015,15777553,2023-01-19,Deposit,3865.28
6820415,15777553,2023-09-20,Deposit,2734.26
4771672,15777553,2023-10-30,Deposit,3135.45
1288873,15777553,2023-04-11,LoanPayment,3442.05
6717440,15777553,2023-12-26,Withdrawal,4833.93
3389026,15777553,2023-05-31,Withdrawal,1466.78
5707538,15777553,2023-04-02,Withdrawal,4851.36
4287569,15777553,2023-05-18,Withdrawal,1673.33
1180063,15777553,2023-09-14,LoanPayment,1822.15
1600387,15777553,2023-08-07,Fee,3447.13
3269811,15777553,2023-08-09,Fee,4375.42
4898886,15613097,2023-08-27,Withdrawal,2852.22
8698269,15613097,2023-08-31,Deposit,3032.59
7044609,15613097,2023-03-25,Deposit,460.43
3459737,15613097,2023-05-11,Deposit,1930.05
5986396,15613097,2023-08-31,Deposit,3041.26
8464514,15613097,2023-11-09,Withdrawal,1553.27
3590051,15613097,2023-03-03,LoanPayment,560.0
2039428,15613097,2023-11-19,Deposit,1365.75
3165779,15613097,2023-03-01,Deposit,641.13
6211999,15613097,2023-07-26,LoanPayment,1485.12
4708737,15613097,2023-05-24,LoanPayment,2763.25
3225891,15613097,2023-08-12,LoanPayment,3457.71
2916675,15613097,2023-10-16,Withdrawal,998.29
4764599,15613097,2023-07-14,Fee,1871.58
5252441,15613097,2023-02-16,LoanPayment,4378.21
2917855,15613097,2023-04-11,LoanPayment,2529.0
9627365,15613097,2023-09-06,Deposit,524.36
9285545,15613097,2023-05-22,Fee,1586.11
3123408,15613097,2023-06-09,Fee,1600.91
3723429,15622217,2023-10-22,LoanPayment,3246.69
8115229,15622217,2023-08-19,Withdrawal,4447.2
8113605,15622217,2023-08-10,Withdrawal,4970.88
2885663,15622217,2023-01-09,LoanPayment,1968.63
4940397,15622217,2023-06-30,Fee,4543.2
4203695,15622217,2023-05-16,Withdrawal,1940.93
7885916,15622217,2023-12-23,Withdrawal,4343.79
5756860,15622217,2023-10-09,Deposit,2438.89
9075786,15622217,2023-12-12,LoanPayment,3199.28
7665682,15622217,2023-05-28,Withdrawal,4626.1
6195895,15622217,2023-07-04,Withdrawal,1792.35
9661094,15622217,2023-01-13,Deposit,3466.09
6487368,15622217,2023-12-12,Withdrawal,3813.88
9054676,15622217,2023-07-04,Deposit,1677.75
7836042,15703588,2023-03-01,Fee,4433.73
2420641,15703588,2023-09-26,Fee,3292.39
7108842,15703588,2023-06-02,Fee,193.12
5539406,15703588,2023-10-29,Deposit,4502.21
4031684,15703588,2023-06-21,Deposit,2835.69
5555544,15703588,2023-02-12,Deposit,3978.57
4690094,15703588,2023-03-24,Withdrawal,3223.19
4291445,15703588,2023-10-02,Fee,3031.64
1350396,15703588,2023-01-12,Fee,2150.72
4924708,15703588,2023-10-07,Deposit,903.72
2149531,15703588,2023-03-31,Deposit,4565.03
5199629,15703588,2023-03-18,Deposit,3863.66
9970810,15703588,2023-06-22,Fee,2091.85
4280707,15703588,2023-06-20,Withdrawal,3562.32
9830134,15703588,2023-05-27,Fee,3602.9
3877156,15703588,2023-11-15,Fee,2009.72
8049590,15703588,2023-07-27,Fee,3581.94
2587922,15570835,2023-11-02,Fee,2696.04
3503087,15570835,2023-01-24,Deposit,3735.23
2524016,15570835,2023-05-04,Deposit,2038.01
8300990,15570835,2023-02-03,Withdrawal,1608.46
2943623,15570835,2023-05-09,Deposit,1116.77
7666536,15570835,2023-01-07,LoanPayment,782.44
8097833,15570835,2023-08-15,Fee,3882.33
6802791,15570835,2023-04-06,Deposit,2068.64
9878438,15570835,2023-03-27,LoanPayment,1099.16
3371044,15570835,2023-05-21,Withdrawal,1138.57
8694684,15570835,2023-05-11,LoanPayment,2111.87
2698226,15570835,2023-06-16,Withdrawal,4735.64
8407276,15679299,2023-04-25,Withdrawal,1069.92
1546184,15679299,2023-09-16,Deposit,2362.94
8285223,15679299,2023-08-27,Deposit,3381.96
6513610,15679299,2023-11-13,Withdrawal,4184.98
7332777,15679299,2023-06-21,Fee,3570.98
9998750,15679299,2023-05-15,LoanPayment,1412.25
2402853,15679299,2023-09-25,LoanPayment,640.55
6306645,15679299,2023-05-22,Withdrawal,3781.55
1748878,15679299,2023-07-29,LoanPayment,3197.79
6012006,15679299,2023-05-25,Fee,3757.04
9473349,15679299,2023-02-15,Deposit,4158.97
2200244,15679299,2023-07-02,Deposit,2309.64
1762564,15679299,2023-10-03,LoanPayment,2280.25
9648510,15679299,2023-11-10,LoanPayment,2177.76
7079410,15679299,2023-08-23,Fee,751.21
6997951,15679299,2023-03-21,Withdrawal,3428.65
2678682,15679299,2023-07-13,Deposit,2298.22
6877851,15679299,2023-01-02,Withdrawal,1714.67
1716949,15679299,2023-03-03,Deposit,3389.12
7552964,15808044,2023-05-12,Deposit,3585.36
5830200,15808044,2023-04-25,Fee,454.38
4231001,15808044,2023-10-18,LoanPayment,3485.85
7205416,15808044,2023-04-15,LoanPayment,1780.04
4841726,15808044,2023-09-05,Fee,2483.86
2857450,15808044,2023-08-09,LoanPayment,188.09
2125627,15808044,2023-10-27,Withdrawal,3262.05
4193110,15579208,2023-05-15,Fee,194.4
6904061,15579208,2023-09-06,LoanPayment,2785.21
4057995,15579208,2023-08-05,Withdrawal,4009.17
4599091,15579208,2023-12-17,Withdrawal,2886.64
7396899,15579208,2023-02-18,Deposit,126.4
9930802,15579208,2023-02-11,Deposit,139.14
5679116,15579208,2023-12-20,LoanPayment,3564.92
8474978,15684951,2023-07-13,Withdrawal,2945.93
4725033,15684951,2023-04-23,LoanPayment,4562.78
7723370,15684951,2023-07-31,Deposit,3321.26
7236705,15684951,2023-11-25,LoanPayment,1679.58
5585177,15684951,2023-12-04,Fee,202.38
3423038,15684951,2023-07-16,Withdrawal,2839.81
3864057,15684951,2023-07-23,LoanPayment,243.09
8915633,15684951,2023-02-09,Withdrawal,3372.28
4848980,15684951,2023-08-03,Fee,2723.35
3787650,15684951,2023-12-14,Fee,1409.62
2854793,15684951,2023-07-23,Deposit,1448.48
1601140,15684951,2023-01-08,LoanPayment,737.06
1909906,15667620,2023-11-09,Fee,3617.04
7756399,15667620,2023-12-28,LoanPayment,4046.22
1409217,15667620,2023-03-03,Fee,336.4
1468016,15667620,2023-09-08,Fee,2940.52
6041051,15667620,2023-06-17,LoanPayment,2904.88
8594381,15667620,2023-03-25,Deposit,561.96
1693274,15667620,2023-08-13,Withdrawal,3404.77
6046480,15667620,2023-04-17,LoanPayment,2271.45
7383673,15667620,2023-04-20,Fee,1234.78
3565369,15667620,2023-04-14,Fee,155.67
5125905,15582960,2023-10-21,Withdrawal,2940.92
4060454,15582960,2023-07-25,Deposit,3777.01
4281744,15582960,2023-02-06,Deposit,84.28
5515560,15582960,2023-08-19,LoanPayment,1432.27
8716305,15582960,2023-09-23,Deposit,290.58
2120638,15582960,2023-02-26,Withdrawal,286.39
9961320,15582960,2023-10-24,Withdrawal,2731.64
1620203,15582960,2023-12-03,Deposit,2362.47
3394584,15582960,2023-03-31,Deposit,2025.95
5413965,15582960,2023-04-03,LoanPayment,2359.42
5659982,15590730,2023-04-20,Deposit,3611.72
8429868,15590730,2023-05-24,Deposit,3873.18
2171909,15590730,2023-10-20,Fee,4486.55
5270711,15590730,2023-04-18,Deposit,1226.51
2871306,15590730,2023-12-05,Deposit,549.53
1050462,15590730,2023-01-16,Withdrawal,4721.74
1001034,15590730,2023-01-05,Fee,2528.21
3666498,15590730,2023-12-06,Withdrawal,4137.3
4566360,15590730,2023-09-11,LoanPayment,358.66
2222068,15590730,2023-07-01,Fee,1983.69
5698693,15590730,2023-09-03,Deposit,1305.51
6573461,15590730,2023-05-25,Deposit,4356.97
6026081,15590730,2023-06-05,LoanPayment,1412.81
2021017,15590730,2023-11-13,LoanPayment,257.3
4568373,15590730,2023-10-19,Fee,2133.89
5044021,15590730,2023-06-19,Deposit,2520.93
9296139,15590730,2023-08-02,Withdrawal,3987.0
2590408,15590730,2023-11-24,Fee,1426.32
5908920,15590730,2023-12-06,Withdrawal,4365.5
5536973,15763747,2023-02-14,Fee,2166.4
4208193,15763747,2023-08-07,Fee,3440.55
6621229,15763747,2023-07-29,Deposit,4015.8
8319238,15763747,2023-07-27,Withdrawal,2285.36
7200317,15763747,2023-01-04,LoanPayment,3301.77
8932527,15763747,2023-02-09,Deposit,3583.52
7821474,15778320,2023-11-13,Fee,3157.48
8431461,15778320,2023-08-04,Fee,4881.61
6590079,15778320,2023-12-24,Fee,2382.95
2575909,15778320,2023-02-23,Deposit,1563.39
8547066,15778320,2023-07-25,LoanPayment,1018.17
4771192,15778320,2023-09-01,Deposit,2225.72
9777636,15778320,2023-10-10,Fee,4679.22
4293830,15778320,2023-10-04,Deposit,1948.92
9420154,15642787,2023-06-08,Withdrawal,3139.26
5573746,15642787,2023-04-09,Withdrawal,2563.44
2119128,15642787,2023-11-04,Deposit,4059.77
1342742,15642787,2023-12-05,Fee,2207.18
2940492,15642787,2023-04-20,Fee,2299.08
5446205,15642787,2023-06-10,Fee,1285.69
6945016,15642787,2023-08-24,Deposit,1203.47
3461595,15642787,2023-06-15,Fee,3861.12
3748968,15642787,2023-11-08,LoanPayment,4323.06
6464490,15624633,2023-09-18,Deposit,3902.73
2984956,15624633,2023-11-10,Withdrawal,1458.06
9600854,15624633,2023-09-12,Withdrawal,4445.92
2373822,15624633,2023-02-16,LoanPayment,672.39
7800198,15624633,2023-02-03,Withdrawal,274.91
1137505,15624633,2023-08-01,Deposit,4173.22
9137377,15624633,2023-10-29,LoanPayment,438.36
5919569,15624633,2023-07-28,Fee,1180.95
3076195,15624633,2023-03-07,Withdrawal,3671.08
4250092,15624633,2023-01-25,Withdrawal,2401.31
5883415,15624633,2023-03-29,Fee,2024.3
9996573,15766765,2023-09-21,Fee,3918.07
7051537,15766765,2023-12-16,Fee,4415.59
4589101,15766765,2023-06-12,Fee,4742.17
6563358,15766765,2023-12-29,LoanPayment,4313.87
1674573,15766765,2023-02-25,LoanPayment,1941.47
8819930,15766765,2023-09-01,Fee,647.35
7262505,15766765,2023-08-11,Deposit,2002.21
6179269,15766765,2023-06-20,LoanPayment,4609.99
9218839,15766765,2023-03-28,LoanPayment,3898.08
6530161,15766765,2023-12-12,Deposit,339.7
7546437,15766765,2023-02-20,Withdrawal,1116.32
9282518,15766765,2023-01-04,Fee,1480.31
8369380,15766765,2023-11-04,Deposit,2015.44
5985131,15766765,2023-01-06,LoanPayment,2238.96
9200364,15783615,2023-01-19,Withdrawal,3039.37
7974783,15783615,2023-01-19,LoanPayment,2714.93
3548309,15783615,2023-09-09,Deposit,4466.66
3900996,15783615,2023-01-22,LoanPayment,1154.18
5151053,15783615,2023-06-18,Deposit,537.12
5803029,15783615,2023-11-12,Fee,781.37
8964796,15640161,2023-09-23,LoanPayment,1246.85
1595444,15640161,2023-08-29,LoanPayment,2688.14
2661225,15640161,2023-01-27,Fee,3283.95
2734941,15640161,2023-08-30,LoanPayment,1652.18
7524126,15640161,2023-10-31,Deposit,3101.46
3025285,15640161,2023-02-14,LoanPayment,2884.65
2791238,15640161,2023-06-18,Deposit,1832.8
7089542,15640161,2023-07-04,Withdrawal,2973.5
1990465,15640161,2023-08-03,Deposit,3577.29
9797125,15640161,2023-09-28,Fee,4871.22
3403986,15640161,2023-09-15,Fee,4577.21
3124436,15640161,2023-04-13,Withdrawal,4181.12
8638911,15640161,2023-09-01,Withdrawal,147.67
7250541,15640161,2023-06-09,LoanPayment,71.38
8621177,15640161,2023-03-09,Deposit,4790.59
7319677,15619889,2023-02-21,LoanPayment,4351.19
6968610,15619889,2023-05-08,Withdrawal,1843.67
4351949,15619889,2023-05-18,Withdrawal,993.52
7065252,15619889,2023-07-26,Withdrawal,3198.98
6709172,15619889,2023-05-04,LoanPayment,1052.06
8621545,15619889,2023-06-12,Fee,4533.73
3606627,15619889,2023-05-29,Deposit,1481.02
7708726,15619889,2023-08-28,Fee,1065.71
4118013,15619889,2023-04-12,Withdrawal,3587.64
3676810,15619889,2023-08-01,Fee,4168.64
1813585,15619889,2023-02-27,LoanPayment,2831.41
3391278,15619889,2023-12-05,LoanPayment,4163.18
3923625,15619889,2023-06-28,LoanPayment,726.1
6237531,15619889,2023-07-07,Deposit,1454.58
1991909,15619889,2023-09-24,Withdrawal,4701.82
4653907,15619889,2023-07-05,LoanPayment,4161.37
7285091,15619889,2023-01-19,Withdrawal,2554.55
3224227,15619889,2023-11-25,Fee,1763.84
9829517,15579166,2023-04-21,Fee,1092.9
4037498,15579166,2023-09-06,Deposit,3646.76
5864439,15579166,2023-01-23,Withdrawal,2861.08
6296413,15579166,2023-11-25,Fee,3634.14
7039006,15579166,2023-02-07,LoanPayment,4076.73
6309827,15579166,2023-04-25,Fee,1558.3
7101464,15579166,2023-02-16,Fee,4641.91
1977934,15579166,2023-01-21,LoanPayment,962.83
5796939,15579166,2023-07-01,Deposit,4485.36
9182931,15579166,2023-10-21,LoanPayment,3202.95
2419800,15579166,2023-07-13,LoanPayment,4223.46
8088342,15579166,2023-11-13,Deposit,838.26
8607905,15579166,2023-05-31,Fee,3047.08
8819700,15789097,2023-09-20,Deposit,4915.71
2770735,15789097,2023-11-23,Deposit,327.25
3660193,15789097,2023-04-14,Fee,2431.13
7994049,15789097,2023-01-21,Fee,688.63
3051275,15789097,2023-03-08,LoanPayment,573.54
8570497,15789097,2023-04-20,Withdrawal,4706.38
3038087,15789097,2023-09-06,Withdrawal,3027.06
2265911,15789097,2023-10-13,Withdrawal,4496.2
5718208,15789097,2023-02-16,LoanPayment,4428.37
9944675,15789097,2023-08-05,Fee,394.24
5416497,15789097,2023-08-13,Fee,1315.43
4458840,15789097,2023-01-27,Fee,3124.09
2053962,15789097,2023-01-25,Withdrawal,340.69
3366135,15789097,2023-12-17,LoanPayment,300.18
1267759,15674880,2023-01-06,Deposit,4841.64
9294134,15674880,2023-02-02,LoanPayment,1169.72
1499817,15674880,2023-10-13,Fee,2936.81
2140733,15674880,2023-10-03,Fee,3228.31
5899401,15674880,2023-06-24,Fee,3858.52
7767372,15674880,2023-12-04,Deposit,1211.43
9665994,15674880,2023-04-13,Fee,4385.68
1144277,15674880,2023-01-30,Fee,2456.65
2560192,15674880,2023-02-07,LoanPayment,485.21
3922560,15674880,2023-09-18,Deposit,2434.49
4687246,15674880,2023-05-27,LoanPayment,726.71
5474030,15674880,2023-08-07,LoanPayment,4285.82
1219847,15674880,2023-12-13,Deposit,3311.39
6735543,15778157,2023-10-29,Deposit,3313.83
9829376,15778157,2023-11-23,Withdrawal,2967.95
7778184,15778157,2023-09-10,LoanPayment,4008.97
4969275,15778157,2023-09-29,Deposit,2644.64
5908102,15778157,2023-07-05,Deposit,204.75
2474390,15778157,2023-08-29,LoanPayment,1438.54
3525345,15778157,2023-10-02,Fee,3611.84
3927821,15778157,2023-11-29,LoanPayment,3075.85
4568864,15778157,2023-12-07,Deposit,1699.38
1242446,15778157,2023-12-08,Deposit,2651.35
3623375,15778157,2023-10-27,Withdrawal,3069.87
2541355,15778157,2023-07-11,Withdrawal,3120.79
1419460,15778157,2023-02-23,Fee,3501.35
3863183,15778157,2023-02-26,Withdrawal,1577.21
3050479,15778157,2023-03-30,LoanPayment,2617.21
9339605,15779064,2023-11-28,Withdrawal,3295.1
8276137,15779064,2023-07-27,LoanPayment,573.19
3567301,15779064,2023-01-06,LoanPayment,4871.18
9344986,15779064,2023-09-16,Withdrawal,3407.1
2303771,15779064,2023-08-08,LoanPayment,1694.98
4708823,15779064,2023-07-24,Fee,1382.17
5322877,15779064,2023-10-19,Fee,4825.01
3550258,15779064,2023-01-29,Withdrawal,2074.78
2525278,15779064,2023-06-04,LoanPayment,4877.58
1519900,15779064,2023-03-28,LoanPayment,3659.88
6482201,15779064,2023-03-28,LoanPayment,786.03
9500847,15801265,2023-09-24,LoanPayment,302.86
8661452,15801265,2023-01-07,Fee,3333.47
3019880,15801265,2023-08-12,Deposit,2901.94
2173720,15801265,2023-03-15,LoanPayment,906.51
7219996,15801265,2023-12-03,Withdrawal,2493.9
9325218,15801265,2023-06-18,Deposit,605.22
9201255,15801265,2023-09-17,Fee,1137.38
5909881,15801265,2023-10-01,LoanPayment,954.32
8130475,15801265,2023-03-10,LoanPayment,663.26
9318476,15589204,2023-03-09,Withdrawal,1737.44
2910670,15589204,2023-03-13,Withdrawal,4924.43
1076535,15589204,2023-12-11,Deposit,734.44
7646104,15589204,2023-05-13,LoanPayment,3996.97
6188048,15589204,2023-10-10,Withdrawal,1887.14
2007852,15589204,2023-05-30,Withdrawal,4961.81
7656660,15589204,2023-06-03,LoanPayment,1362.5
5685946,15589204,2023-12-10,Fee,3352.42
2422761,15589204,2023-04-22,LoanPayment,2945.84
3093466,15589204,2023-11-07,Deposit,4094.93
5589767,15589204,2023-03-13,Withdrawal,2853.07
6318953,15589204,2023-03-23,Fee,975.6
8547781,15589204,2023-10-30,Withdrawal,2075.95
2406056,15664543,2023-11-15,Fee,2488.91
6173901,15664543,2023-10-03,Withdrawal,1091.35
1912165,15664543,2023-06-15,Withdrawal,743.94
2214140,15664543,2023-07-05,Fee,2347.42
4832540,15664543,2023-04-22,Fee,2548.64
1664805,15664543,2023-10-22,Fee,2079.13
6508676,15664543,2023-01-04,Withdrawal,3414.77
5985979,15664543,2023-08-07,LoanPayment,1472.78
4687585,15664543,2023-10-11,LoanPayment,1519.42
6554900,15582714,2023-11-16,Deposit,1675.2
8502093,15582714,2023-06-24,Deposit,3512.87
2251761,15582714,2023-10-26,Deposit,384.92
1556088,15582714,2023-09-02,LoanPayment,3650.2
1107971,15582714,2023-09-08,LoanPayment,3554.85
7493098,15797595,2023-06-30,Withdrawal,4253.49
5742524,15797595,2023-07-23,Deposit,2385.96
6192098,15797595,2023-06-27,Deposit,1573.81
6505857,15797595,2023-10-16,Withdrawal,4958.38
6440652,15797595,2023-09-20,LoanPayment,3250.12
7279841,15797595,2023-02-22,Withdrawal,3036.91
6857470,15797595,2023-08-07,Withdrawal,4924.97
1797600,15797595,2023-11-17,LoanPayment,413.93
2163252,15797595,2023-08-10,Withdrawal,4600.37
6393933,15797595,2023-07-30,Withdrawal,4264.39
2223817,15797595,2023-05-26,Fee,3676.03
4630978,15797595,2023-01-30,LoanPayment,356.27
6992202,15614034,2023-03-10,Deposit,777.88
8616312,15614034,2023-06-29,LoanPayment,3687.48
6899906,15614034,2023-02-05,Fee,1556.85
9238494,15614034,2023-09-20,Fee,421.34
4881260,15614034,2023-02-09,Deposit,745.5
1873398,15614034,2023-05-16,Deposit,2256.71
7311979,15614034,2023-07-15,Fee,1857.24
8309426,15763171,2023-08-07,Withdrawal,295.6
4195095,15763171,2023-01-28,Withdrawal,4195.23
7313565,15763171,2023-04-18,LoanPayment,2887.53
2554002,15763171,2023-05-23,Withdrawal,4023.34
6588420,15763171,2023-04-12,Fee,602.31
1965387,15763171,2023-02-06,LoanPayment,4768.38
8173535,15763171,2023-05-17,Withdrawal,302.22
8095176,15763171,2023-12-25,Fee,4531.44
9440459,15763171,2023-10-20,Fee,1181.5
3525831,15763171,2023-03-23,Withdrawal,4329.92
3293481,15763171,2023-01-12,Deposit,4650.43
1742130,15763171,2023-05-11,Deposit,80.51
8268573,15763171,2023-04-27,Withdrawal,466.4
1893160,15763171,2023-09-27,Deposit,583.76
7597408,15763171,2023-04-30,Deposit,4957.89
2823830,15763171,2023-01-16,Deposit,4138.14
6380749,15647266,2023-12-17,LoanPayment,638.78
6658376,15647266,2023-11-30,Fee,363.12
4713353,15647266,2023-02-16,Fee,4965.24
5202916,15647266,2023-10-06,Deposit,4917.06
1349497,15647266,2023-12-08,Withdrawal,150.08
6468256,15647266,2023-05-30,Deposit,3271.74
3047584,15647266,2023-11-06,Fee,2279.33
1793608,15647266,2023-06-25,LoanPayment,388.67
3617632,15647266,2023-11-05,LoanPayment,2436.17
1347327,15647266,2023-02-15,Withdrawal,1303.2
7982808,15647266,2023-07-27,Withdrawal,2441.85
8994178,15647266,2023-04-29,Withdrawal,4054.94
5664338,15647266,2023-03-19,Deposit,681.55
5910140,15757577,2023-12-02,Deposit,1192.52
5703666,15757577,2023-02-26,Deposit,1423.19
8881412,15757577,2023-02-14,Withdrawal,3574.33
2901834,15757577,2023-08-13,Deposit,595.0
9284470,15757577,2023-02-17,Deposit,3932.56
9153559,15757577,2023-02-27,LoanPayment,2275.95
9698249,15757577,2023-11-05,Deposit,3940.85
3454004,15757577,2023-03-19,Deposit,2074.55
2215599,15757577,2023-10-08,Withdrawal,1310.96
9426337,15757577,2023-01-17,Fee,2529.05
4950986,15757577,2023-09-12,Withdrawal,2325.34
6354335,15757577,2023-04-29,Deposit,4337.34
6823652,15736656,2023-09-09,LoanPayment,4628.84
1249602,15736656,2023-02-09,Withdrawal,1447.52
4860348,15736656,2023-07-07,Fee,1448.15
2838490,15736656,2023-07-11,Deposit,3988.14
6438717,15736656,2023-09-24,LoanPayment,1161.95
8627032,15736656,2023-03-26,LoanPayment,3623.22
6172251,15736656,2023-12-09,Deposit,177.9
1823714,15736656,2023-06-23,LoanPayment,2816.69
4850642,15635078,2023-01-19,Deposit,1409.29
4648182,15635078,2023-02-21,Deposit,1887.78
3916975,15635078,2023-12-23,Deposit,4163.53
6924107,15635078,2023-05-03,LoanPayment,112.68
1282613,15635078,2023-07-13,Deposit,3197.63
9309546,15635078,2023-07-26,Fee,2987.98
8343851,15635078,2023-05-07,Deposit,2047.92
1621587,15635078,2023-11-06,LoanPayment,1542.2
8955405,15635078,2023-10-25,LoanPayment,284.54
8171819,15635078,2023-07-13,Withdrawal,3632.81
5748055,15635078,2023-03-11,Deposit,4813.28
4744375,15635078,2023-03-17,Withdrawal,2093.53
9255081,15635078,2023-07-20,Fee,2605.33
4606728,15680141,2023-04-12,Fee,688.49
2597585,15680141,2023-09-30,Fee,837.19
5044286,15680141,2023-08-12,Fee,1706.58
5744500,15680141,2023-06-19,Fee,2929.28
1519379,15680141,2023-11-30,LoanPayment,1777.94
4554301,15680141,2023-08-17,LoanPayment,2826.99
1159135,15680141,2023-12-03,Deposit,2072.8
3735025,15680141,2023-07-10,Fee,4751.12
6169081,15680141,2023-04-24,LoanPayment,2103.76
3608271,15680141,2023-01-13,Deposit,3403.39
9216671,15680141,2023-06-23,LoanPayment,597.58
8208014,15680141,2023-03-21,Deposit,3135.58
8073295,15680141,2023-08-11,Fee,461.51
7360685,15680141,2023-07-15,LoanPayment,2679.37
2385044,15680141,2023-06-22,Deposit,515.99
8689515,15576945,2023-01-29,LoanPayment,591.56
3056893,15576945,2023-03-23,Fee,840.23
6958423,15576945,2023-12-07,Fee,1381.88
2140896,15576945,2023-09-23,Deposit,2723.81
6021981,15576945,2023-04-10,Deposit,1244.65
6580421,15576945,2023-06-14,Fee,4608.25
4058436,15576945,2023-04-04,Deposit,4954.92
5188542,15576945,2023-06-13,LoanPayment,2475.12
3557053,15576945,2023-04-23,Withdrawal,812.19
6063510,15576945,2023-02-07,Deposit,1645.18
8326499,15576945,2023-09-19,Deposit,595.32
8694795,15576945,2023-11-11,LoanPayment,1115.62
4468809,15602034,2023-03-18,Withdrawal,3042.99
1493136,15602034,2023-04-06,Fee,1989.36
2404926,15602034,2023-01-01,LoanPayment,2878.8
1396237,15602034,2023-04-18,LoanPayment,3021.86
6532433,15602034,2023-07-01,Deposit,787.51
7071265,15602034,2023-02-22,Deposit,3882.06
7380701,15602034,2023-01-26,LoanPayment,727.93
8042359,15602034,2023-09-21,Deposit,3155.95
8690178,15602034,2023-11-08,Deposit,1441.87
5855434,15602034,2023-04-02,Deposit,2067.76
1514689,15602034,2023-01-06,Fee,3336.38
8296362,15602034,2023-12-23,Withdrawal,2462.7
6413031,15732020,2023-03-07,Withdrawal,3627.06
9221688,15732020,2023-05-20,Deposit,1417.62
4515750,15732020,2023-03-01,Withdrawal,2236.36
3000567,15732020,2023-01-11,LoanPayment,1389.78
