CustomerId,Product_Type,Enrollment_Date,Status
15641690,Credit Card,2022-12-02,Inactive
15641690,Loan,2023-04-11,Active
15641690,Insurance,2023-02-16,Active
15634896,Insurance,2023-11-10,Inactive
15671590,Insurance,2022-04-15,Inactive
15779182,Credit Card,2022-10-23,Inactive
15778287,Mutual Fund,2023-03-20,Active
15609510,Credit Card,2022-03-13,Active
15742229,Credit Card,2022-03-11,Active
15742229,Mutual Fund,2023-03-22,Active
15742229,Fixed Deposit,2022-03-27,Inactive
15658532,Mutual Fund,2022-03-07,Active
15658532,Credit Card,2022-06-05,Active
15658532,Loan,2022-10-03,Active
15590993,Fixed Deposit,2023-11-09,Active
15565701,Mutual Fund,2023-06-19,Active
15565701,Insurance,2023-11-01,Active
15597239,Fixed Deposit,2022-04-09,Active
15688880,Mutual Fund,2022-08-23,Active
15688880,Insurance,2023-10-19,Active
15688880,Credit Card,2022-09-06,Active
15813917,Mutual Fund,2023-07-24,Active
15813917,Loan,2022-07-20,Active
15813917,Insurance,2022-11-30,Active
15679611,Fixed Deposit,2022-11-12,Active
15679611,Insurance,2022-10-31,Active
15636589,Loan,2022-01-27,Active
15687752,Credit Card,2022-03-23,Active
15584363,Mutual Fund,2022-06-09,Active
15737748,Insurance,2023-10-02,Inactive
15737748,Fixed Deposit,2023-10-01,Active
15803365,Fixed Deposit,2022-07-29,Active
15793247,Loan,2022-11-19,Active
15793247,Mutual Fund,2023-04-23,Active
15793247,Fixed Deposit,2023-11-02,Active
15572360,Mutual Fund,2023-11-12,Active
15795166,Credit Card,2022-11-14,Active
15795166,Loan,2022-08-21,Inactive
15795166,Insurance,2023-09-16,Active
15724620,Loan,2022-09-15,Active
15800856,Fixed Deposit,2023-07-21,Active
15800856,Mutual Fund,2023-02-18,Inactive
15671097,Mutual Fund,2022-08-23,Inactive
15683930,Fixed Deposit,2022-04-27,Active
15683930,Credit Card,2023-03-08,Active
15749004,Fixed Deposit,2023-08-01,Active
15749004,Mutual Fund,2022-09-06,Active
15800434,Loan,2023-11-06,Active
15709117,Insurance,2022-12-10,Active
15638806,Insurance,2023-05-22,Active
15638806,Credit Card,2022-09-22,Active
15638806,Loan,2022-06-13,Active
15662294,Insurance,2022-05-28,Inactive
15662294,Fixed Deposit,2022-01-31,Active
15662294,Mutual Fund,2023-10-22,Active
15690079,Insurance,2023-05-04,Active
15690079,Loan,2023-08-29,Active
15690079,Fixed Deposit,2022-12-08,Inactive
15759317,Loan,2022-10-24,Active
15750497,Fixed Deposit,2022-11-02,Active
15750497,Insurance,2022-06-25,Active
15596181,Credit Card,2022-10-22,Active
15596181,Mutual Fund,2022-09-26,Active
15596181,Insurance,2022-06-06,Active
15576602,Credit Card,2022-05-22,Inactive
15576602,Insurance,2023-10-26,Inactive
15644833,Credit Card,2022-03-25,Active
15644833,Fixed Deposit,2023-12-12,Active
15644833,Mutual Fund,2022-09-18,Inactive
15734634,Mutual Fund,2022-07-18,Active
15734634,Credit Card,2023-10-30,Active
15808689,Insurance,2022-05-14,Inactive
15808689,Loan,2023-10-02,Active
15808689,Fixed Deposit,2023-10-04,Active
15720702,Insurance,2022-09-26,Active
15720702,Fixed Deposit,2022-04-17,Active
15720702,Mutual Fund,2023-07-05,Active
15665077,Credit Card,2023-08-16,Inactive
15763612,Mutual Fund,2023-03-18,Active
15763612,Insurance,2023-04-15,Active
15763612,Fixed Deposit,2022-11-08,Active
15596493,Loan,2023-04-11,Active
15596493,Fixed Deposit,2023-05-23,Active
15596493,Insurance,2023-09-10,Inactive
15704483,Insurance,2022-07-19,Active
15598846,Fixed Deposit,2022-11-21,Active
15629244,Mutual Fund,2023-02-08,Active
15629244,Insurance,2023-11-25,Active
15765537,Credit Card,2023-09-21,Inactive
15765537,Loan,2023-01-25,Inactive
15765537,Mutual Fund,2023-02-16,Active
15729975,Credit Card,2022-09-12,Active
15682773,Loan,2023-12-17,Active
15688007,Insurance,2022-06-06,Active
15574331,Fixed Deposit,2022-04-24,Active
15574331,Insurance,2023-10-29,Active
15645572,Mutual Fund,2022-09-07,Active
15645572,Credit Card,2022-08-11,Inactive
15742854,Mutual Fund,2022-06-02,Inactive
15575417,Credit Card,2023-09-08,Active
15575417,Insurance,2023-04-15,Inactive
15796721,Mutual Fund,2022-02-03,Active
15734942,Credit Card,2023-07-19,Active
15734942,Mutual Fund,2023-09-20,Active
15664772,Fixed Deposit,2022-09-03,Inactive
15664772,Loan,2022-12-08,Active
15664772,Mutual Fund,2023-10-13,Active
15576683,Credit Card,2023-06-06,Active
15576683,Loan,2023-04-21,Active
15682563,Insurance,2022-08-11,Active
15650889,Loan,2022-01-08,Inactive
15612108,Insurance,2023-11-20,Active
15761132,Loan,2022-05-20,Inactive
15761132,Fixed Deposit,2022-04-22,Active
15645511,Mutual Fund,2023-10-30,Active
15645511,Loan,2022-05-10,Inactive
15645511,Fixed Deposit,2023-03-27,Active
15609824,Loan,2022-09-11,Active
15609824,Credit Card,2023-11-12,Active
15609824,Mutual Fund,2023-01-13,Active
15640268,Fixed Deposit,2022-07-22,Active
15640268,Credit Card,2023-12-23,Active
15640268,Loan,2022-08-11,Inactive
15645778,Insurance,2022-02-09,Inactive
15691104,Loan,2022-03-19,Active
15691104,Insurance,2022-04-05,Inactive
15714567,Credit Card,2023-07-01,Active
15714567,Loan,2023-10-27,Active
15714567,Fixed Deposit,2023-03-04,Active
15777826,Credit Card,2022-11-19,Active
15668445,Fixed Deposit,2022-07-22,Inactive
15668445,Loan,2022-02-24,Active
15668445,Insurance,2023-06-29,Active
15576162,Mutual Fund,2023-12-26,Active
15778135,Insurance,2022-11-29,Active
15778135,Credit Card,2022-02-22,Active
15778135,Loan,2022-06-14,Active
15613141,Credit Card,2022-09-19,Inactive
15635435,Loan,2023-08-17,Active
15635435,Mutual Fund,2022-06-25,Inactive
15635435,Fixed Deposit,2023-01-19,Inactive
15596552,Mutual Fund,2023-12-12,Active
15623644,Fixed Deposit,2022-06-11,Active
15623644,Insurance,2023-10-01,Inactive
15683403,Mutual Fund,2022-10-06,Active
15683403,Fixed Deposit,2023-10-04,Inactive
15683403,Credit Card,2022-09-07,Active
15615029,Fixed Deposit,2023-12-04,Active
15615029,Credit Card,2023-02-21,Active
15769005,Insurance,2022-07-12,Active
15769005,Loan,2023-12-07,Active
15746326,Insurance,2022-07-19,Inactive
15746326,Mutual Fund,2022-12-10,Active
15746326,Credit Card,2022-04-08,Active
15722364,Fixed Deposit,2023-11-04,Inactive
15704954,Mutual Fund,2022-01-01,Active
15694409,Mutual Fund,2023-12-13,Active
15694409,Credit Card,2022-12-18,Active
15754068,Fixed Deposit,2022-02-22,Active
15754068,Mutual Fund,2023-11-28,Active
15683841,Fixed Deposit,2022-12-01,Active
15789095,Loan,2022-08-21,Active
15719958,Insurance,2022-05-30,Active
15719958,Loan,2022-10-31,Inactive
15719958,Mutual Fund,2023-06-04,Active
15689514,Mutual Fund,2022-03-06,Active
15621353,Fixed Deposit,2023-04-25,Active
15621353,Insurance,2022-01-31,Active
15627232,Fixed Deposit,2023-06-25,Active
15627232,Insurance,2022-01-11,Active
15745843,Loan,2023-07-11,Active
15745843,Mutual Fund,2022-08-19,Active
15722902,Insurance,2022-06-17,Inactive
15791767,Mutual Fund,2022-12-27,Active
15791767,Fixed Deposit,2022-06-03,Active
15791767,Insurance,2023-08-30,Active
15792722,Loan,2023-10-21,Active
15723006,Credit Card,2023-08-01,Inactive
15771942,Insurance,2022-11-22,Active
15774738,Fixed Deposit,2023-06-22,Active
15774738,Mutual Fund,2023-03-07,Active
15574004,Insurance,2022-08-04,Active
15574004,Credit Card,2022-09-11,Inactive
15574004,Fixed Deposit,2023-10-23,Active
15587233,Mutual Fund,2023-08-14,Active
15587233,Credit Card,2023-03-08,Inactive
15587233,Insurance,2023-02-03,Active
15808228,Insurance,2023-01-06,Active
15808228,Mutual Fund,2023-02-03,Active
15808228,Credit Card,2022-08-03,Active
15682834,Insurance,2023-03-04,Active
15682834,Mutual Fund,2023-01-11,Active
15682834,Loan,2022-05-06,Active
15571752,Loan,2023-10-07,Active
15571752,Fixed Deposit,2022-06-19,Active
15743067,Fixed Deposit,2023-08-22,Active
15714466,Mutual Fund,2023-04-20,Active
15714466,Loan,2023-07-24,Active
15714466,Credit Card,2023-08-07,Active
15617982,Fixed Deposit,2022-06-21,Inactive
15617982,Insurance,2023-10-29,Active
15696637,Credit Card,2022-08-19,Active
15696637,Insurance,2023-10-08,Inactive
15696637,Loan,2022-05-16,Inactive
15690647,Insurance,2022-05-19,Active
15672756,Insurance,2022-07-29,Active
15672756,Credit Card,2023-11-02,Active
15704586,Mutual Fund,2023-03-07,Active
15704586,Loan,2022-11-05,Active
15674526,Credit Card,2023-10-05,Active
15674526,Fixed Deposit,2023-04-06,Active
15674526,Insurance,2022-05-07,Active
15775295,Mutual Fund,2023-03-01,Active
15775295,Fixed Deposit,2023-08-18,Active
15684196,Loan,2023-03-06,Active
15727281,Credit Card,2022-06-14,Active
15727281,Loan,2022-10-05,Inactive
15787835,Credit Card,2023-09-16,Active
15787835,Insurance,2023-12-20,Active
15787835,Loan,2023-09-10,Active
15730540,Credit Card,2022-02-27,Active
15646276,Credit Card,2022-01-03,Active
15646276,Loan,2023-05-01,Active
15646276,Mutual Fund,2022-11-30,Active
15582180,Loan,2022-04-20,Active
15582180,Mutual Fund,2022-02-18,Active
15697095,Credit Card,2022-01-19,Active
15748797,Insurance,2022-01-23,Active
15748797,Credit Card,2023-06-12,Active
15754796,Fixed Deposit,2022-12-10,Inactive
15754796,Mutual Fund,2022-09-01,Active
15754796,Insurance,2022-10-01,Active
15628947,Loan,2023-04-08,Active
15775546,Insurance,2022-06-23,Active
15775546,Fixed Deposit,2022-01-16,Active
15775546,Mutual Fund,2023-04-18,Active
15670481,Loan,2023-11-02,Inactive
15619029,Loan,2022-11-08,Active
15613282,Credit Card,2022-12-09,Active
15721487,Credit Card,2023-04-21,Inactive
15721487,Loan,2022-08-01,Inactive
15721487,Fixed Deposit,2023-12-29,Active
15797276,Credit Card,2022-04-17,Active
15612494,Mutual Fund,2023-07-02,Inactive
15612494,Insurance,2022-01-07,Active
15612494,Credit Card,2022-02-12,Active
15629617,Credit Card,2023-12-05,Active
15629617,Mutual Fund,2023-04-19,Inactive
15629617,Fixed Deposit,2023-03-17,Active
15600821,Insurance,2022-07-28,Active
15600821,Fixed Deposit,2022-01-22,Active
15600821,Credit Card,2023-05-25,Active
15579062,Loan,2022-06-09,Active
15814268,Credit Card,2023-10-05,Active
15814268,Insurance,2022-05-24,Active
15710164,Mutual Fund,2023-04-07,Active
15710164,Fixed Deposit,2022-03-21,Active
15710164,Credit Card,2023-10-13,Active
15693904,Loan,2022-04-16,Inactive
15588986,Mutual Fund,2023-02-27,Active
15588986,Credit Card,2023-03-14,Active
15797733,Insurance,2023-08-06,Active
15797733,Mutual Fund,2023-12-02,Active
15797733,Loan,2022-01-20,Inactive
15620507,Fixed Deposit,2022-01-19,Active
15685150,Insurance,2022-07-28,Inactive
15685150,Loan,2022-08-04,Active
15667651,Insurance,2023-04-09,Active
15667651,Credit Card,2022-04-20,Active
15667651,Mutual Fund,2023-08-02,Active
15774166,Fixed Deposit,2023-01-19,Active
15774166,Loan,2023-05-05,Active
15649280,Loan,2022-08-25,Inactive
15705657,Insurance,2022-08-13,Active
15705657,Mutual Fund,2022-03-24,Active
15705657,Loan,2023-10-11,Active
15753969,Credit Card,2023-06-12,Active
15742378,Loan,2023-04-15,Active
15742378,Mutual Fund,2023-07-16,Inactive
15742378,Fixed Deposit,2022-08-13,Active
15794874,Insurance,2023-06-25,Active
15794874,Mutual Fund,2022-06-16,Inactive
15794874,Loan,2022-12-19,Active
15589221,Credit Card,2023-06-21,Active
15596671,Fixed Deposit,2022-05-26,Active
15583668,Mutual Fund,2022-09-17,Active
15583668,Credit Card,2022-03-10,Active
15710206,Credit Card,2022-05-21,Active
15710206,Insurance,2023-07-04,Active
15710206,Loan,2022-11-15,Active
15799966,Mutual Fund,2023-01-10,Active
15799966,Credit Card,2023-03-02,Active
15794560,Mutual Fund,2023-12-26,Active
15626485,Loan,2023-05-27,Active
15626485,Insurance,2023-01-11,Active
15703143,Credit Card,2023-11-25,Active
15809772,Fixed Deposit,2022-01-02,Active
15809772,Credit Card,2023-06-08,Inactive
15809772,Insurance,2022-07-20,Active
15687959,Mutual Fund,2022-09-03,Active
15585282,Credit Card,2023-07-07,Active
15585282,Fixed Deposit,2022-10-16,Inactive
15714993,Insurance,2023-01-24,Active
15596021,Credit Card,2023-02-20,Active
15596021,Fixed Deposit,2023-05-27,Active
15596021,Insurance,2022-01-08,Active
15646615,Credit Card,2022-10-10,Active
15646615,Mutual Fund,2022-05-21,Active
15646615,Loan,2023-02-03,Active
15742632,Fixed Deposit,2023-10-04,Inactive
15574068,Credit Card,2022-11-16,Inactive
15806967,Fixed Deposit,2023-12-14,Active
15796334,Loan,2023-11-25,Active
15796334,Insurance,2022-06-08,Active
15688713,Insurance,2023-04-17,Inactive
15688713,Credit Card,2023-01-19,Active
15796179,Credit Card,2022-02-02,Active
15796179,Loan,2023-12-21,Active
15598751,Insurance,2022-09-01,Active
15598751,Loan,2022-04-08,Active
15598751,Fixed Deposit,2022-10-10,Active
15703019,Mutual Fund,2022-05-11,Active
15703019,Loan,2023-04-06,Active
15646302,Mutual Fund,2022-09-05,Active
15646302,Loan,2022-07-03,Active
15646302,Insurance,2023-10-21,Active
15680855,Loan,2023-10-12,Active
15680855,Insurance,2022-06-11,Active
15697311,Credit Card,2023-12-05,Active
15697311,Insurance,2022-12-28,Inactive
15585367,Loan,2022-04-30,Active
15585367,Insurance,2023-08-11,Active
15585367,Credit Card,2022-10-09,Active
15726556,Fixed Deposit,2022-10-12,Inactive
15726556,Credit Card,2023-02-20,Active
15676242,Loan,2023-06-05,Active
15684198,Credit Card,2022-03-05,Active
15684198,Fixed Deposit,2023-11-15,Active
15684198,Loan,2023-09-26,Inactive
15774882,Credit Card,2022-12-02,Active
15774882,Mutual Fund,2023-08-28,Active
15774882,Loan,2023-07-20,Active
15714227,Fixed Deposit,2023-06-24,Inactive
15714227,Loan,2022-09-11,Active
15714227,Mutual Fund,2022-07-21,Active
15608653,Insurance,2022-07-02,Active
15784280,Insurance,2023-02-02,Active
15784280,Credit Card,2023-06-13,Active
15784280,Loan,2023-08-15,Active
15789546,Loan,2023-06-16,Active
15590320,Insurance,2022-05-05,Active
15678385,Insurance,2022-09-23,Inactive
15678385,Credit Card,2022-06-25,Inactive
15678385,Mutual Fund,2022-12-09,Active
15571778,Loan,2022-04-03,Active
15657085,Mutual Fund,2023-09-26,Inactive
15657085,Credit Card,2022-12-05,Active
15640627,Loan,2022-07-10,Active
15640627,Credit Card,2022-07-03,Inactive
15566211,Insurance,2023-02-11,Active
15669293,Mutual Fund,2023-02-19,Active
15669293,Fixed Deposit,2022-11-01,Active
15595067,Loan,2022-02-21,Inactive
15595067,Insurance,2023-09-05,Active
15753566,Credit Card,2022-07-27,Inactive
15753566,Insurance,2023-11-22,Active
15753566,Loan,2022-02-08,Inactive
15650391,Insurance,2022-06-20,Active
15650391,Credit Card,2022-12-16,Active
15681843,Loan,2023-09-23,Active
15681843,Insurance,2023-05-24,Active
15681843,Fixed Deposit,2022-07-28,Active
15814846,Mutual Fund,2023-09-16,Inactive
15670374,Loan,2022-06-27,Inactive
15670374,Credit Card,2022-09-28,Active
15670374,Insurance,2023-03-25,Active
15762332,Loan,2023-11-28,Active
15700223,Fixed Deposit,2023-07-05,Active
15700223,Mutual Fund,2022-11-17,Active
15700223,Credit Card,2022-06-17,Inactive
15729956,Loan,2022-08-22,Inactive
15729956,Credit Card,2022-06-27,Inactive
15729956,Insurance,2022-03-21,Active
15594862,Loan,2022-02-23,Active
15594862,Mutual Fund,2022-03-31,Active
15598782,Loan,2023-04-29,Inactive
15598782,Insurance,2022-01-31,Active
15598782,Mutual Fund,2023-12-06,Active
15745080,Credit Card,2023-09-24,Active
15745080,Mutual Fund,2022-02-23,Active
15703399,Credit Card,2023-03-30,Inactive
15703399,Fixed Deposit,2023-08-21,Active
15732175,Insurance,2022-06-08,Active
15732175,Credit Card,2023-11-14,Active
15732175,Loan,2022-12-06,Active
15630725,Insurance,2023-08-27,Inactive
15630725,Loan,2022-11-26,Active
15640260,Loan,2023-05-04,Active
15640260,Insurance,2023-08-11,Inactive
15640260,Credit Card,2022-11-12,Active
15716822,Insurance,2023-07-03,Active
15583748,Credit Card,2023-12-21,Active
15583748,Mutual Fund,2023-10-21,Active
15583748,Loan,2022-06-13,Active
15605968,Insurance,2023-06-17,Inactive
15790683,Credit Card,2022-07-10,Active
15790683,Mutual Fund,2023-08-23,Active
15607713,Loan,2023-04-13,Inactive
15700212,Insurance,2022-11-23,Active
15700212,Mutual Fund,2022-03-05,Active
15700212,Loan,2022-01-30,Active
15626710,Mutual Fund,2023-08-10,Active
15716491,Mutual Fund,2023-01-25,Active
15716491,Fixed Deposit,2023-01-04,Active
15625824,Loan,2022-06-09,Inactive
15625824,Mutual Fund,2022-05-05,Active
15617705,Mutual Fund,2023-11-29,Active
15761976,Credit Card,2022-08-06,Active
15761976,Insurance,2023-06-15,Inactive
15761976,Fixed Deposit,2023-08-25,Active
15634891,Fixed Deposit,2022-08-05,Inactive
15634891,Credit Card,2023-09-03,Active
15744517,Fixed Deposit,2022-04-12,Inactive
15744517,Loan,2022-03-14,Active
15744517,Mutual Fund,2022-04-03,Inactive
15686963,Insurance,2023-11-16,Inactive
15686963,Loan,2022-04-07,Active
15686963,Fixed Deposit,2023-02-10,Active
15808189,Fixed Deposit,2022-10-09,Active
15580845,Loan,2022-10-01,Active
15580845,Mutual Fund,2022-05-24,Inactive
15799156,Credit Card,2023-10-07,Active
15694296,Loan,2022-05-05,Active
15694296,Insurance,2023-09-02,Active
15694296,Fixed Deposit,2022-09-04,Active
15677049,Fixed Deposit,2022-08-12,Active
15677049,Insurance,2023-11-20,Active
15677049,Loan,2023-09-08,Active
15583595,Insurance,2022-03-14,Inactive
15583595,Mutual Fund,2023-10-24,Active
15590146,Fixed Deposit,2023-08-05,Active
15801548,Credit Card,2023-12-26,Inactive
15801548,Fixed Deposit,2022-09-25,Active
15801548,Loan,2023-11-17,Active
15660833,Insurance,2023-07-02,Inactive
15660833,Credit Card,2023-11-10,Active
15762277,Insurance,2022-05-12,Inactive
15791302,Loan,2023-11-01,Active
15798975,Insurance,2023-09-11,Inactive
15599956,Loan,2023-11-15,Active
15577274,Fixed Deposit,2023-07-10,Active
15577274,Mutual Fund,2023-07-18,Active
15577274,Loan,2022-12-12,Active
15701200,Fixed Deposit,2023-09-04,Active
15638149,Insurance,2023-03-21,Active
15638149,Credit Card,2023-07-10,Active
15638149,Fixed Deposit,2023-07-19,Inactive
15786199,Loan,2023-01-25,Active
15786199,Mutual Fund,2023-01-18,Active
15786199,Fixed Deposit,2022-08-06,Active
15701765,Credit Card,2022-03-26,Inactive
15586974,Insurance,2023-03-16,Active
15729040,Fixed Deposit,2022-01-24,Active
15788676,Insurance,2022-03-25,Inactive
15788676,Loan,2022-05-09,Inactive
15602497,Fixed Deposit,2022-04-09,Active
15602497,Mutual Fund,2023-08-10,Active
15602497,Credit Card,2022-04-11,Active
15701333,Credit Card,2023-06-29,Inactive
15812071,Credit Card,2022-04-01,Active
15812071,Loan,2022-02-01,Active
15812071,Insurance,2022-05-25,Active
15634375,Credit Card,2023-11-28,Active
15738267,Fixed Deposit,2023-09-26,Active
15738267,Mutual Fund,2023-11-03,Active
15786800,Insurance,2023-10-29,Inactive
15786800,Fixed Deposit,2023-07-08,Inactive
15591130,Mutual Fund,2023-09-27,Active
15591130,Fixed Deposit,2022-11-26,Active
15720662,Fixed Deposit,2022-11-29,Active
15720662,Credit Card,2022-06-02,Active
15751531,Loan,2023-09-18,Active
15653595,Mutual Fund,2023-03-16,Active
15568360,Fixed Deposit,2023-01-07,Active
15568360,Mutual Fund,2023-07-01,Active
15568360,Insurance,2022-06-21,Active
15781210,Loan,2023-12-29,Inactive
15781210,Mutual Fund,2022-06-25,Active
15781210,Fixed Deposit,2023-02-16,Inactive
15668058,Loan,2022-12-07,Inactive
15597131,Insurance,2022-07-21,Active
15697283,Credit Card,2022-05-06,Active
15640953,Fixed Deposit,2022-10-05,Active
15640953,Insurance,2022-06-12,Active
15715031,Mutual Fund,2022-01-04,Active
15715031,Fixed Deposit,2023-06-01,Inactive
15589660,Insurance,2023-11-12,Active
15769818,Loan,2022-10-26,Active
15769818,Fixed Deposit,2022-04-18,Active
15782736,Credit Card,2023-11-25,Active
15614818,Loan,2023-06-06,Active
15614818,Insurance,2022-01-03,Active
15614818,Credit Card,2022-09-02,Active
15794014,Insurance,2022-02-21,Inactive
15732448,Credit Card,2022-07-20,Active
15732448,Loan,2023-02-28,Active
15732448,Fixed Deposit,2022-11-08,Active
15723411,Mutual Fund,2022-08-22,Active
15723411,Loan,2022-09-18,Active
15723411,Insurance,2022-10-26,Active
15797686,Loan,2023-10-14,Active
15605950,Mutual Fund,2022-08-20,Active
15605950,Credit Card,2022-08-16,Inactive
15605950,Fixed Deposit,2023-04-25,Active
15812497,Fixed Deposit,2023-01-09,Inactive
15690678,Mutual Fund,2023-06-07,Active
15690678,Credit Card,2023-01-25,Active
15747677,Insurance,2023-07-02,Active
15618926,Insurance,2022-03-21,Inactive
15618926,Fixed Deposit,2023-06-01,Inactive
15618926,Credit Card,2022-11-01,Active
15673908,Loan,2022-10-19,Inactive
15673908,Mutual Fund,2022-10-12,Active
15727944,Credit Card,2022-09-28,Active
15807294,Fixed Deposit,2023-07-25,Active
15618581,Mutual Fund,2022-06-17,Active
15618581,Insurance,2023-06-30,Inactive
15618581,Loan,2022-11-28,Inactive
15584364,Fixed Deposit,2023-03-14,Active
15584364,Loan,2022-10-21,Active
15599552,Mutual Fund,2023-04-18,Active
15599552,Loan,2023-06-07,Active
15599552,Credit Card,2023-04-30,Inactive
15749177,Fixed Deposit,2022-10-04,Active
15749177,Loan,2023-04-29,Active
15718779,Insurance,2023-07-24,Inactive
15718779,Fixed Deposit,2023-07-31,Active
15568106,Mutual Fund,2022-03-26,Inactive
15568106,Insurance,2023-01-19,Active
15779481,Credit Card,2023-01-26,Active
15779481,Insurance,2023-08-07,Active
15709994,Fixed Deposit,2023-09-18,Active
15709994,Loan,2023-04-25,Active
15772777,Credit Card,2022-08-13,Active
15772777,Insurance,2022-07-31,Active
15772777,Mutual Fund,2023-05-15,Inactive
15706815,Mutual Fund,2023-08-01,Inactive
15706815,Fixed Deposit,2023-08-01,Active
15618018,Loan,2023-06-03,Active
15671032,Credit Card,2023-11-18,Active
15671032,Insurance,2023-11-08,Active
15671032,Fixed Deposit,2023-03-25,Active
15634281,Fixed Deposit,2023-01-08,Active
15634281,Loan,2022-06-10,Active
15766374,Insurance,2022-04-13,Active
15600991,Mutual Fund,2023-04-02,Active
15600991,Insurance,2023-09-25,Active
15600991,Fixed Deposit,2023-11-12,Inactive
15777576,Insurance,2023-08-06,Inactive
15777576,Mutual Fund,2022-12-12,Inactive
15742613,Fixed Deposit,2023-05-30,Active
15742613,Credit Card,2022-06-25,Active
15649523,Credit Card,2023-10-05,Active
15649523,Insurance,2022-10-03,Inactive
15649523,Mutual Fund,2023-03-28,Active
15651063,Mutual Fund,2023-12-23,Active
15683124,Loan,2023-08-03,Active
15683124,Fixed Deposit,2023-02-15,Active
15618314,Insurance,2022-04-18,Active
15618314,Credit Card,2023-01-25,Active
15670823,Loan,2023-12-11,Inactive
15670823,Fixed Deposit,2023-06-01,Active
15607133,Mutual Fund,2022-06-02,Active
15615012,Insurance,2022-12-19,Active
15615012,Fixed Deposit,2023-08-07,Inactive
15725141,Loan,2022-09-15,Inactive
15725141,Credit Card,2023-08-26,Active
15725141,Mutual Fund,2023-04-14,Active
15623560,Loan,2022-01-15,Active
15693018,Fixed Deposit,2023-01-04,Active
15693018,Loan,2022-05-20,Active
15636756,Loan,2023-05-10,Active
15647474,Fixed Deposit,2022-11-13,Active
15647474,Loan,2023-04-05,Active
15647474,Insurance,2022-10-01,Active
15576714,Loan,2022-01-18,Active
15576714,Mutual Fund,2022-04-10,Active
15576714,Credit Card,2023-12-15,Inactive
15585047,Fixed Deposit,2023-08-13,Active
15743976,Credit Card,2022-08-17,Active
15743976,Mutual Fund,2023-02-15,Active
15793881,Mutual Fund,2022-07-10,Inactive
15793881,Loan,2023-10-24,Active
15576517,Fixed Deposit,2023-04-12,Active
15631072,Fixed Deposit,2022-02-23,Active
15631072,Credit Card,2022-05-27,Active
15631072,Insurance,2023-05-03,Active
15730394,Loan,2023-10-15,Active
15730394,Mutual Fund,2023-06-24,Inactive
15730394,Insurance,2023-06-11,Inactive
15631460,Loan,2022-03-12,Active
15692002,Loan,2022-05-09,Active
15692002,Mutual Fund,2022-08-17,Active
15692002,Fixed Deposit,2023-03-12,Active
15595282,Loan,2022-03-06,Active
15789548,Loan,2022-12-29,Inactive
15789548,Mutual Fund,2023-12-05,Active
15789548,Credit Card,2022-03-06,Active
15758035,Credit Card,2023-02-10,Active
15758035,Mutual Fund,2022-05-03,Active
15617518,Credit Card,2022-05-11,Active
15617518,Fixed Deposit,2022-06-27,Inactive
15651802,Credit Card,2023-08-08,Active
15631813,Loan,2023-09-02,Active
15631813,Insurance,2023-08-03,Active
15631813,Fixed Deposit,2023-10-30,Inactive
15729668,Loan,2022-08-18,Active
15729668,Credit Card,2022-02-21,Active
15729668,Fixed Deposit,2022-01-09,Active
15741728,Insurance,2023-07-01,Active
15741728,Fixed Deposit,2023-09-08,Active
15576676,Fixed Deposit,2022-10-11,Inactive
15711378,Fixed Deposit,2023-01-08,Inactive
15711378,Credit Card,2023-02-17,Inactive
15765520,Loan,2022-01-15,Inactive
15765520,Credit Card,2023-02-10,Active
15656726,Insurance,2022-03-07,Active
15656726,Credit Card,2022-10-30,Active
15647842,Loan,2023-04-11,Active
15647842,Fixed Deposit,2022-12-04,Active
15647842,Credit Card,2023-03-23,Active
15719309,Mutual Fund,2023-08-29,Active
15748718,Credit Card,2023-10-31,Active
15748718,Insurance,2023-03-26,Active
15594404,Mutual Fund,2023-09-12,Inactive
15751158,Loan,2023-12-15,Active
15593470,Fixed Deposit,2022-03-18,Active
15593470,Loan,2023-06-20,Active
15593470,Mutual Fund,2023-11-27,Active
15695129,Mutual Fund,2022-08-11,Active
15695129,Credit Card,2022-04-20,Active
15640865,Loan,2023-08-20,Active
15714080,Credit Card,2022-09-19,Active
15714080,Loan,2022-10-21,Active
15714080,Fixed Deposit,2022-10-29,Inactive
15648721,Fixed Deposit,2023-02-12,Active
15801466,Fixed Deposit,2023-01-23,Active
15750248,Credit Card,2023-12-24,Active
15750248,Loan,2023-06-05,Active
15758726,Mutual Fund,2022-04-13,Active
15758726,Insurance,2022-11-12,Active
15758726,Credit Card,2023-06-10,Active
15781553,Mutual Fund,2022-02-23,Active
15781553,Credit Card,2023-02-26,Active
15781553,Loan,2023-02-02,Active
15649121,Mutual Fund,2023-09-17,Active
15674811,Fixed Deposit,2023-12-13,Active
15674811,Insurance,2022-03-24,Active
15646037,Fixed Deposit,2023-08-14,Active
15722578,Mutual Fund,2023-11-25,Inactive
15722578,Loan,2023-10-09,Inactive
15722578,Credit Card,2022-04-07,Active
15665695,Mutual Fund,2022-11-16,Inactive
15801062,Insurance,2022-12-18,Active
15662955,Credit Card,2022-04-09,Active
15662955,Fixed Deposit,2023-04-28,Inactive
15770309,Credit Card,2023-03-13,Active
15657386,Loan,2023-08-31,Active
15657386,Fixed Deposit,2022-07-21,Active
15657386,Mutual Fund,2022-01-04,Active
15777797,Insurance,2023-08-03,Active
15783955,Credit Card,2023-09-26,Active
15804516,Mutual Fund,2022-01-17,Active
